special,podcast,podcast_airdate,podcast_sequence,radio_airdate,radio_sequence,song,artist,album,time,notes,break,asin,itunes
,,,,2010-01-19,11,BREAK,,,,BREAK,X,,
,,,,2010-01-19,12,Fight Like A Brave,Red Hot Chili Peppers,,,Remember when they were weird?,,B000078DOJ,http://itunes.apple.com/us/album/the-uplift-mofo-party-plan/id141838295
,,,,2010-01-19,13,Old Dog,The Slackers,,,Going out to all the old dogs out there,,B0000BWVMX,http://itunes.apple.com/us/album/close-my-eyes/id308701733
,,,,2010-01-19,14,House Of The Rising Bigfoot,Spot 1019,,,"Yeah, damn weird",,B000008L1U,http://itunes.apple.com/us/album/still...-again/id270130581
,,,,2010-01-19,15,BREAK,,,,BREAK,X,,
,,,,2010-01-19,16,Did Me Good,The Elected,,,Did it did you good?,,B000CETZPU,http://itunes.apple.com/us/album/sun-sun-sun/id117620810
,,,,2010-01-19,17,Reign Dub - Dual Tone,Thievery Corporation,,,Putting the dub into www.lacking.org,,,
,,,,2010-01-19,18,You! Me! Dancing!,Los Campesinos!,,,An explosion of exclamation marks!,,B00142RWY0,http://itunes.apple.com/us/album/hold-on-now-youngster.../id273121566
,,,,2010-01-19,19,BREAK,,,,BREAK,X,,
,,,,2010-01-19,20,Switch,1990s,,,You gotta switch it back,,B000SAAUCK,http://itunes.apple.com/us/album/cookies/id327611821
,,,,2010-01-19,21,Something Elephants,Downtown Harvest,,,Is this the new disco?,,B000UCH9JS,http://itunes.apple.com/us/album/golden-dragon/id261538009
,,,,2010-01-19,22,Sparks,hollAnd,,,With the one and only Needles on drums,,B000244FB4,http://itunes.apple.com/us/album/drums/id274039642
,,,,2010-01-19,23,BREAK,,,,BREAK,X,,
,,,,2010-01-19,24,Un Día,Juana Molina,,,How would you classify this?,,B001EOQUDM,http://itunes.apple.com/us/album/un-dia/id292480935
,,,,2010-01-19,25,Cind Eram la '48,Juryman vs. Taraf de Haïdouks,,,Middle eastern fusion,,,
,,,,2010-01-19,26,I Love You (But You're Boring),The Beautiful South,,,What became of the Housemartins,,B000005IS2,http://itunes.apple.com/us/album/welcome-to-beautiful-south/id344579729
,,,,2010-01-19,27,BREAK,,,,BREAK,X,,
,,,,2010-01-19,28,Don't Drop Your Pants,King Chango,,,I can’t understand this polycultural accent,,B0009RJVAY,http://itunes.apple.com/us/album/king-chango/id3737857
,,,,2010-01-19,29,Duchess,Boss Hog,,,Ain’t no sleazin’ like Spencer’s,,B000008DP5,
,,,,2010-01-19,30,La Maleta Fea,Crooked Fingers,,,The ugly suitcase is an evocative image,,B0002C4IF4,http://itunes.apple.com/us/album/old-enough-to-know-better/id199272351
,,,,2010-01-19,31,Little Lord Fontleroy,Quasi,,,New one on its way!,,B00005MK7N,http://itunes.apple.com/us/album/the-sword-of-god/id14944983
,,,,2010-01-19,32,BREAK,,,,BREAK,X,,
,,,,2010-01-19,33,Cousins,Vampire Weekend,,,The new album does have some gems,,B00197I73K,http://itunes.apple.com/us/album/contra-bonus-track-version/id340465551
,,,,2010-01-19,34,Especially You,Smugglers,,,Live and pawnk,,B00004YTSD,http://itunes.apple.com/us/album/heide-sez...-lookout!-records/id428212069
,,,,2010-01-19,35,Closer to Me,Mike Pinto,,,"Hey Levi, you up?",,B0028ERAXG,http://itunes.apple.com/us/album/everything-i-got/id314156670
,,,,2010-01-19,36,Carnival Of Souls,Combustible Edison,,,A ferris wheel for spinning souls,,B0000035G8,http://itunes.apple.com/us/album/i-swinger/id3248475
,,,,2010-01-19,37,BREAK,,,,BREAK,X,,
,,,,2010-01-19,38,Mandragora,Medicine Drum,,,Zone out!,,B00005AKIF,
,,,,2010-01-26,00,Playlist for 2010-01-26,,,,,X,,
,,,,2010-01-26,01,I Wan'na Be Like You (The Monkey Song),The Squirrels,,,Louie Prima he ain’t,,B000001PJY,
,,,,2010-01-26,02,BREAK,,,,BREAK,X,,
,,,,2010-01-26,03,Thank You For Making Me Feel Better,Linus Of Hollywood,,,From the Weeds 4 soundtrack,,B0026OTR1G,
,,,,2010-01-26,04,Stay Zombie Stay,Elvis Perkins,,,Romancing the undead,,B002N1AEBO,
,,,,2010-01-26,05,Woman In Blue,Pepe Deluxe,,,Finnish wobblies,,B00000F1VO,
,,,,2010-01-26,06,Night Tide,Gallon Drunk,,,Makes me want to drink orange juice and kill myself,,B000SQKZEC,
,,,,2010-01-26,07,BREAK,,,,BREAK,X,,
,,,,2010-01-26,08,I've Got A Capo On My Brain,Dan Hicks,,,Hot licks aplenty,,B00004WJ8B,
,,,,2010-01-26,09,Valley Hi!,Stereolab,,,So Stereolab,,B0019UUPI2,
,,,,2010-01-26,10,Amor Platonico,Jovenes Y Sexys,,,From one of the most-recommended films of 2009,,B0026LYM7I,
,,,,2010-01-26,11,Color of Your Blues,Money Mark,,,Digital crickets are a nice touch,,B000MGVCEK,
,,,,2010-01-26,12,BREAK,,,,BREAK,X,,
,,,,2010-01-26,13,This World Owes Me A Buzz,Spot 1019,,,So little Spot 1019,,B000008L1U,
,,,,2010-01-26,14,99 Girls,Young Fresh Fellows,,,Channeling the Sonics,,B000008MK9,
,,,,2010-01-26,15,My Ladies Can't Remember the Eighties,Euphone,,,Deceptively calm,,B00004Y6T6,
,,,,2010-01-26,16,Jockey Full Of Bourbon,The Blue Hawaiians,,,"I couldn’t play it straight, Harry",,B000005I32,
,,,,2010-01-26,17,BREAK,,,,BREAK,X,,
,,,,2010-01-26,18,Sea Ghost,The Unicorns,,,Brutal,,B0000DJEMK,
,,,,2010-01-26,19,Desiree,The Elected,,,Wants more Elected!,,B000CETZPU,
,,,,2010-01-26,20,Chances Are,Apostle of Hustle,,,Gotta get up to date on these guys,,B000M32US0,
,,,,2010-01-26,21,Wonder,Giant Sand,,,"At its Neil Youngiest, w. Victoria Williams",,B000003BIO,
,,,,2010-01-26,22,BREAK,,,,BREAK,X,,
,,,,2010-01-26,23,That's Something I Do,Apples In Stereo,,,Seems to be the loudest song ever,,B00005UDQZ,
,,,,2010-01-26,24,Golden Apples,Country Teasers,,,Deceptively Scottish,,B00000I3ZM,
,,,,2010-01-26,25,Looking At The Robot,Orange Hat,,,Going out to all the First Lego League parents out there,,B002GUM16S,
,,,,2010-01-26,26,Collapsed In The Superdome,Oranger,,,When did you start to think? When did you get those pangs?,,B000054A5S,
,,,,2010-01-26,27,North Carolina,The Oranges Band,,,Desperate and longing,,B00008V5Z2,
,,,,2010-01-26,28,BREAK,,,,BREAK,X,,
,,,,2010-01-26,29,Air Batucada,Thievery Corporation,,,Dedicated to the Melbourne Drum Tribe,,B00004WFIZ,
,,,,2010-01-26,30,Switchblade to Soul,Chris Murray,,,Canadian Ska Fourth Wave!,,B001I4D4WI,
,,,,2010-01-26,31,Bucovina,Shantel,,,Our favorite Paprikan,,B002IEXTHM,
,,,,2010-01-26,32,"Man Smart, Woman Smarter",Kid Rio,,,Follow de man’s advice,,,
,,,,2010-01-26,33,BREAK,,,,BREAK,X,,
,,,,2010-01-26,34,European Dreams,Push Kings,,,"Fronted by Harvard Twins, I kid you not",,B000008TG1,
,,,,2010-01-26,35,Feel'n Free,Sukia,,,Buzz!,,B000005BG6,
,,,,2010-01-26,36,The District Sleeps Alone Tonight,The Postal Service,,,From one of the best album of the Noughties,,B000089CJI,
,,,,2010-01-26,37,BREAK,,,,BREAK,X,,
,,,,2010-01-26,38,Step Out,Billy Childish & Holly Golightly,,,One chord to rule them all,,B00197THNE,
,,,,2010-01-26,39,Nobody Understands Me,Chixdiggit,,,"Make up your minds, guys!",,B0007ZSHD0,
,,,,2010-01-26,40,Vitamins,Supernova,,,You better take your vitamins!,,B0000004J3,
,,,,2010-01-26,41,BREAK,,,,BREAK,X,,
,,,,2010-01-26,42,L'Orient est Rouge,Lightning Head vs. Koçani Orkestar,,,"Brazilian, Balkan, whatever else you like",,,
,,,,2010-02-02,00,Playlist for 2010-02-02,,,,,X,,
,,,,2010-02-02,01,Muswell Hillbilly,Southern Culture On The Skids,,,From their fabulous Countrypolitan Favorites album,,B000QZZ5SG,
,,,,2010-02-02,02,BREAK,,,,BREAK,X,,
,,,,2010-02-02,03,Psychobilly Freakout,Reverend Horton Heat,,,Familiar to guitar heroes everywhere,,B0011V9KGC,
,,,,2010-02-02,04,Here At The Home,Tribe,,,From Boston and 20 years ago,,B00000E9PI,
,,,,2010-02-02,05,Paddling Ghost,Dan Deacon,,,Noise trance induced,,B001W2DB6U,
,,,,2010-02-02,06,Bad Idea,Ben Folds Five,,,Bashing on the keys,,B000002G4Y,
,,,,2010-02-02,07,BREAK,,,,BREAK,X,,
,,,,2010-02-02,08,Baby Fratelli,The Fratellis,,,Here comes the Glasgow!,,B000MXPE74,
,,,,2010-02-02,09,Stinky Stinky,The Fil Lorenz Soul-Tet,,,"Groovy, and still in my car",,B000R00OWC,
,,,,2010-02-02,10,Cuchi-Cuchi,Los Amigos Invisibles,,,Vengan Venezolanos!,,B000S98WCG,
,,,,2010-02-02,11,Roda,Sergio Mendes & Brasil '66,,,The classic sound of Brazil,,B000W1RE5Q,
,,,,2010-02-02,12,BREAK,,,,BREAK,X,,
,,,,2010-02-02,13,Free Peepshow,Fallopian,,,"Wait, how much?",,B0013RAZ7M,
,,,,2010-02-02,14,Start Button,2 Many DJs,,,PAUSE Button!,,,
,,,,2010-02-02,15,My Evaline,Soft Boys,,,Hallucinatory psychedelia indeed,,,
,,,,2010-02-02,16,Flesh Number One (Beatle Dennis),Robyn Hitchcock,,,Who was Beatle Dennis?,,B000002GHU,
,,,,2010-02-02,17,BREAK,,,,BREAK,X,,
,,,,2010-02-02,18,Intermediate,Uptown Sinclair,,,Featuring the very funny Dave Hill,,B0014DI5W2,
,,,,2010-02-02,19,Cosita Rica,Bomba Estereo,,,"Suggestive, to say the least",,B002VIU5PE,
,,,,2010-02-02,20,The Star Position,White Hassle,,,"Wail on that harmonica, Marcellus",,,
,,,,2010-02-02,21,Cheney Piñata,The Bad Plus,,,Dated? You be the judge.,,B0014LRNGI,
,,,,2010-02-02,22,BREAK,,,,BREAK,X,,
,,,,2010-02-02,23,Ruby,Apples In Stereo,,,Handclaps are the frosting,,B001RMD57K,
,,,,2010-02-02,24,Ruby,"Les Baxter & His Orchestra, Danny Welton",,,Where’s my Mai Tai?,,B00160VJI0,
,,,,2010-02-02,25,Ruby,The Monolith,,,Bring on the strings,,B000QZTEI8,
,,,,2010-02-02,26,Pearl's (Submarine #2),The Starlight Mints,,,Very different from the Submarine #3,,B000EQ46X2,
,,,,2010-02-02,27,Pearl,The Minders,,,Bookending some Elephant 6,,,
,,,,2010-02-02,28,BREAK,,,,BREAK,X,,
,,,,2010-02-02,29,Record Stack,Fluid Ounces,,,Vinyl fetishist’s tango,,B000001897,
,,,,2010-02-02,30,Summer Blue,Money Mark,,,Quite Monsieur LeRoc-ky,,B000V9D106,
,,,,2010-02-02,31,Blackhole Dub,Painkiller,,,No mistaking the Zorn horn,,B000WYB5US,
,,,,2010-02-02,32,Brain The Size of a Rock!,HisCheapMoves & The Real Dolls,,,By request!,,,
,,,,2010-02-02,33,BREAK,,,,BREAK,X,,
,,,,2010-02-02,34,Wandering Stars,Shantel,,,Is that the Balkan chord change?,,B002IEXTHM,
,,,,2010-02-02,35,Wandering Star,Portishead,,,A song in dark blue,,B000W022XG,
,,,,2010-02-02,36,Night On Fire,VHS Or Beta,,,Disco fever!,,B000T1JODE,
,,,,2010-02-02,37,Scott Cronce Is The CEO,Global Goon,,,Very Numanesque,,B00005UO42,
,,,,2010-02-02,38,BREAK,,,,BREAK,X,,
,,,,2010-02-02,39,Love Cry,Four Tet,,,Zone out...,,B0034E4JA6,
,,,,2010-02-09,00,Playlist for 2010-02-09,,,,,X,,
,,,,2010-02-09,01,The Air That I Breathe,White Hassle,,,An AM radio staple,,B000QQYM7K,http://itunes.apple.com/us/album/the-death-of-song/id73545126
,,,,2010-02-09,02,BREAK,,,,BREAK,X,,
,,,,2010-02-09,03,People Mover,Servotron,,,Heed the voice of the robot conductor,,B000QZVHYC,http://itunes.apple.com/us/album/no-room-for-humans/id27051212
,,,,2010-02-09,04,Freaky Rhesus,Duplex,,,Some strange adult music,,B0029QXEXI,http://itunes.apple.com/us/album/ablum/id60684949
,,,,2010-02-09,05,The Hymn For The Coffee,Hefner,,,Those Hefner boys are full of hymns,,B000YGLUL8,http://itunes.apple.com/us/album/breaking-gods-heart/id287492477
,,,,2010-02-09,06,Rachel,Crooner,,,Birthday wishes if your birthday is today,,B00002EPRF,
,,,,2010-02-09,07,BREAK,,,,BREAK,X,,
,,,,2010-02-09,08,Ruby Sees All,Cake,,,"Old Cake, still fresh",,B0016ZDAAU,http://itunes.apple.com/us/album/motorcade-of-generosity/id277260090
,,,,2010-02-09,09,Not Angry,The Emergency,,,Melodipop,,B0013TZLAG,http://itunes.apple.com/us/album/doo-lang-doo-lang/id203967617
,,,,2010-02-09,10,It Must Be True,The Washdown,,,Blazed brightly,,B000WUZMMY,http://itunes.apple.com/us/album/the-washdown/id18242118
,,,,2010-02-09,11,Me And Armini,Emiliana Torrini,,,Everyone’s second favorite Italian-Icelandic princess,,B001E4U0I8,http://itunes.apple.com/us/album/me-and-armini/id289405558
,,,,2010-02-09,12,BREAK,,,,BREAK,X,,
,,,,2010-02-09,13,The Wind Cries Mary,The Jimi Hendrix Experience,,,Still one of my favorites,,B00307OTDE,http://itunes.apple.com/us/album/are-you-experienced/id344789894
,,,,2010-02-09,14,Dead Skaters Rule,Wammo,,,Can’t wait for this to hit the screens!,,B000TPVLFO,http://itunes.apple.com/us/album/faster-than-the-speed-of-suck/id254252097
,,,,2010-02-09,15,Star,Elysian Fields,,,Would you call it sultry?,,B000W0YYMI,http://itunes.apple.com/us/album/bleed-your-cedar/id5237405
,,,,2010-02-09,16,Audio Palindrome,hollAnd,,,Is it truly palindromic?,,B000QQRQHI,http://itunes.apple.com/us/album/i-steal-and-do-drugs/id81977559
,,,,2010-02-09,17,BREAK,,,,BREAK,X,,
,,,,2010-02-09,18,Pick Up the Pieces,Money Mark,,,"It’s not Marky Mark, I know",,B000V9D106,http://itunes.apple.com/us/album/brand-new-by-tomorrow/id216095438
,,,,2010-02-09,19,Repulsion,Quasi,,,It’s the rawkin’ Quasi,,B003524F0G,http://itunes.apple.com/us/album/repulsion-ep/id349694582
,,,,2010-02-09,20,Big Ten Inch Record,Bullmoose Jackson,,,What’s he talking about?,,B002TB3ELK,http://itunes.apple.com/us/album/sex-rhythm-blues/id305382025
,,,,2010-02-09,21,Move Your MP3,Le Hammond Inferno,,,Dated the moment it came out,,B000R02GSC,http://itunes.apple.com/us/album/my-first-political-dance-album/id203050950
,,,,2010-02-09,22,BREAK,,,,BREAK,X,,
,,,,2010-02-09,23,Candy,Morphine,,,In bizarre mono,,B001RZC4VA,http://itunes.apple.com/us/album/cure-for-pain/id162448483
,,,,2010-02-09,24,Four Roses For Rose,Gypsophile Vs. Shop,,,"Jungle Bossa, it is",,B00349DBP0,http://itunes.apple.com/us/album/deux-musiciens-en-crise/id350206060
,,,,2010-02-09,25,Candyman,Cornershop,,,Spooky,,B001225B7C,http://itunes.apple.com/us/album/when-i-was-born-for-the-7th-time/id156137
,,,,2010-02-09,26,San Antonio Rose,Patsy Cline,,,Gotta have big ones to play this,,B000WLTMPQ,http://itunes.apple.com/us/album/gold-patsy-cline/id57213422
,,,,2010-02-09,27,Candy,The Presidents of The United States of America,,,One of the awesomest records to come out of the ‘90s,,B000QZWJCG,http://itunes.apple.com/us/album/the-presidents-united-states/id28397418
,,,,2010-02-09,28,BREAK,,,,BREAK,X,,
,,,,2010-02-09,29,Drive By Dub,Dub Trio,,,"Not quite Augustus Pablo, but there you go.",,B000TDDHFS,http://itunes.apple.com/us/album/essential-dub/id255093440
,,,,2010-02-09,30,Magog Has Been Delayed,Hissanol,,,Historic Dutch transatlantic collaboration,,B001BUFI7I,http://itunes.apple.com/us/album/4th-and-back/id282863946
,,,,2010-02-09,31,Snatch,Family Of God,,,Sadly vanished,,B00004SC0E,
,,,,2010-02-09,32,All I Want,Holly Golightly & Dan Melchior,,,Have some room noise.,,B00312CO5I,http://itunes.apple.com/us/album/desperate-little-town/id346762889
,,,,2010-02-09,33,BREAK,,,,BREAK,X,,
,,,,2010-02-09,34,Good Night Amanes,Shantel,,,Lovely Balkania,,B002IEXTHM,http://itunes.apple.com/us/album/planet-paprika/id321185850
,,,,2010-02-09,35,Hablas Con Migo Senor???,Torpedo Boyz,,,¡Eso es su juego!,,B000S584CS,http://itunes.apple.com/us/album/headache-music/id80633950
,,,,2010-02-09,36,Caught By The Fuzz,Supergrass,,,"Cheeky, they are",,B000SZH5T6,http://itunes.apple.com/us/album/i-should-coco/id65069984
,,,,2010-02-09,37,I Palindrome I,They Might Be Giants,,,Another palindromic song,,B00123G5W6,http://itunes.apple.com/us/album/apollo-18/id79029259
,,,,2010-02-09,38,BREAK,,,,BREAK,X,,
,,,,2010-02-09,39,Miss Happiness,Walt Mink,,,From their Goodbye album,,B000QQV7O6,http://itunes.apple.com/us/album/goodnite/id36197434
,,,,2010-02-09,40,Fire On The Strings,Joe Maphis,,,Yeeha!,,B00138D3WA,http://itunes.apple.com/us/album/fire-on-the-strings/id158528750
,,,,2010-02-09,41,Before I Run,The Vestals,,,"Hey, appropriate",,B0012A9KEY,http://itunes.apple.com/us/album/songs-about-girls-other-mysteries/id157814272
,,,,2010-02-09,42,BREAK,,,,BREAK,X,,
,,,,2010-02-09,43,Oh! Sweet Nothin',The Velvet Underground,,,Ain’t got nothing at all.,,B0012FE3BE,http://itunes.apple.com/us/album/loaded-the-fully-loaded-edition/id51957518
,,,,2010-02-16,00,Playlist for 2010-02-16,,,,,X,,
,,,,2010-02-16,01,Dear Prudence,Siouxsie & The Banshees,,,As made famous by some other British band.,,B000W02P5Q,http://itunes.apple.com/us/album/the-best-siouxsie-the-banshees/id92654
,,,,2010-02-16,02,BREAK,,,,BREAK,X,,
,,,,2010-02-16,03,Motherless Children,Brian Ritchie,,,Savage beat,,B0001XANW6,http://itunes.apple.com/us/album/shakuhachi-club-nyc/id128602947
,,,,2010-02-16,04,Too Much,Davíd Garza,,,"It’s too late now, because we’re all goin down",,B001OAUHNA,http://itunes.apple.com/us/album/overdub/id300206509
,,,,2010-02-16,05,Clint Eastwood,Gorillaz,,,Ahem.,,B000SX6KHQ,http://itunes.apple.com/us/album/gorillaz/id567191
,,,,2010-02-16,06,BREAK,,,,BREAK,X,,
,,,,2010-02-16,07,Bang Bang You're Dead,Dirty Pretty Things,,,Sucker for the I-III,,B001NYGJAC,http://itunes.apple.com/us/album/waterloo-to-anywhere/id171755794
,,,,2010-02-16,08,Books,Supernova,,,A song for Vikings and Librarians,,B000QZVULC,http://itunes.apple.com/us/album/rocks/id34501643
,,,,2010-02-16,09,I'm On Standby,Grandaddy,,,Going out to all introverts out there,,B00009EIQB,
,,,,2010-02-16,10,Get In The Bushes,Let's Crash,,,Sage advice -- get it?,,B001ASMMI4,
,,,,2010-02-16,11,BREAK,,,,BREAK,X,,
,,,,2010-02-16,12,Anestesia,Niños Con Bombas,,,Intense three-piece,,B000S56FS8,
,,,,2010-02-16,13,3 Laws (Abolished),Servotron,,,The day will be upon us,,B000QZVHYC,http://itunes.apple.com/us/album/no-room-for-humans/id27051212
,,,,2010-02-16,14,All Of My Friends,Goat,,,Swinging and mellow,,B0012X8WW2,http://itunes.apple.com/us/album/all-of-my-friends-2008/id272036333
,,,,2010-02-16,15,BREAK,,,,BREAK,X,,
,,,,2010-02-16,16,Bucovina (OMFO Dub),Shantel,,,Jamaica via Odessa,,,
,,,,2010-02-16,17,Touch My Tooter,Ween,,,Smoochah!,,B002TJOYSO,http://itunes.apple.com/us/album/pure-guava/id323919376
,,,,2010-02-16,18,Mayday,Thingy,,,Folk metal to the max,,B000QQWKDS,http://itunes.apple.com/us/album/to-the-innocent/id352443821
,,,,2010-02-16,19,Birdland,Weather Report,,,Tonight’s jazz classic,,B00136LW16,http://itunes.apple.com/us/album/heavy-weather/id170409940
,,,,2010-02-16,20,BREAK,,,,BREAK,X,,
,,,,2010-02-16,21,Destination Venus,Rezillos,,,None more Scottish,,B002BGVAXW,http://itunes.apple.com/us/album/cant-stand-rezillos-the-almost/id322037323
,,,,2010-02-16,22,Take Meta Mars,The Flaming Lips,,,A different Lips from a different time,,B002P8BZZY,http://itunes.apple.com/us/album/in-a-priest-driven-ambulance/id331665517
,,,,2010-02-16,23,Venus In Furs,The Velvet Underground,,,"Yeah, I’ve been digging them lately",,B000W23KHQ,http://itunes.apple.com/us/album/the-velvet-underground-nico/id58898
,,,,2010-02-16,24,Teenagers From Mars,The Misfits,,,"Even in Mars, the teenagers don’t car",,B000THKAR2,http://itunes.apple.com/us/album/collection/id26136274
,,,,2010-02-16,25,Venus,Southern Culture On The Skids,,,Were you expecting that?,,B000QZVWO2,http://itunes.apple.com/us/album/star-power/id71919226
,,,,2010-02-16,26,BREAK,,,,BREAK,X,,
,,,,2010-02-16,27,Jesus,Darling New Neighbors,,,Delightfully off-tune,,B000QZQMLK,http://itunes.apple.com/us/album/everyday-is-saturday-night/id159503874
,,,,2010-02-16,28,Good Morning Mr. Truckdriver,Family Of God,,,With the keyboard player for Echo and the Bunnymen,,B00004SC0E,
,,,,2010-02-16,29,Skin Game,The Holy Modal Rounders,,,As heard on Easy Rider,,B0010VGULG,http://itunes.apple.com/us/album/too-much-fun/id2586279
,,,,2010-02-16,30,BREAK,,,,BREAK,X,,
,,,,2010-02-16,31,Everyday I Die a Little,Money Mark,,,Money beats Marky any day,,B000V9D106,http://itunes.apple.com/us/album/brand-new-by-tomorrow/id216095438
,,,,2010-02-16,32,Cry Baby,Janis Joplin,,,Going out to Broadhurst,,B00138KFYO,http://itunes.apple.com/us/album/janis-joplins-greatest-hits/id192941539
,,,,2010-02-16,33,Rudo Y Cursi,Juana Molina,,,Molina is truly a find,,B002C1I8HM,http://itunes.apple.com/us/album/rudo-y-cursi-original-motion/id313205034
,,,,2010-02-16,34,BREAK,,,,BREAK,X,,
,,,,2010-02-16,35,Good Friday,CocoRosie,,,"Sorry, I was sharpening my pencils or something",,B000S583JW,http://itunes.apple.com/us/album/id14945447
,,,,2010-02-16,36,I'll Follow Her,Holly Golightly & Dan Melchior,,,Nothing spookier than the blues,,B00312CO5I,http://itunes.apple.com/us/album/desperate-little-town/id346762889
,,,,2010-02-16,37,The End of the Earth,Rob K,,,Can we give these people a tuner?,,B000QQPP9E,http://itunes.apple.com/us/album/the-end-of-the-earth/id76176758
,,,,2010-02-16,38,BREAK,,,,BREAK,X,,
,,,,2010-02-16,39,Wizard Of Points,Je Suis France,,,What sort of electro madness is this?,,B002IRVH64,http://itunes.apple.com/us/album/afrikan-majik/id325138554
,,,,2010-02-23,00,Playlist for 2010-02-23,,,,,X,,
,,,,2010-02-23,01,Make Me Smile (Come Up And See Me),The Wedding Present,,,A traditional british pop song!,,B0027OY5UI,http://itunes.apple.com/us/album/sea-monsters/id211684309
,,,,2010-02-23,02,BREAK,,,,BREAK,X,,
,,,,2010-02-23,03,I Was Born (A Unicorn),The Unicorns,,,Kinda like touching the puppet head!,,B000QQV9T4,http://itunes.apple.com/us/album/who-will-cut-our-hair-when/id21401003
,,,,2010-02-23,04,Afro,Jon Spencer Blues Explosion,,,Hootin’ an’ hollerin’,,B000XEEN0Q,http://itunes.apple.com/us/artist/the-jon-spencer-blues-explosion/id2988536
,,,,2010-02-23,05,20 Second Man,Chalk,,,Very very brainiac,,B00005T5UX,http://itunes.apple.com/us/album/black-box-broken/id252193903
,,,,2010-02-23,06,I Got To Tell You,Dr. Octagon,,,He’s in your corner,,B002HT7GO0,http://itunes.apple.com/us/album/dr-octagonecologyst/id310121423
,,,,2010-02-23,07,Girl Take Your Socks Off,Crudbump,,,I really should have known.,,B002ZPBDN6,http://itunes.apple.com/us/album/nastyjams/id344106080
